,date,store_nbr,item_nbr,units,grain,day,wday,year,month,week,station_nbr,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,codesum_rev,extreme_weather,mild_weather
249,2012-09-06,15,45,84,15_45,6,3,2012,9,36,13,88.0,55.0,72.0,-503.8253585386188,24.0,50.0,0.0,7.0,-1000,-1000,-201.7534540748467,0.0,24.29,29.89,1.9,26.0,6.2,"['SN', 'BR']",0,0
250,2012-09-07,15,45,108,15_45,7,4,2012,9,36,13,70.0,53.0,62.0,-503.8253585386188,40.0,50.0,3.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.49,30.17,5.0,35.0,7.7,"['SN', 'BR']",0,0
251,2012-09-08,15,45,143,15_45,8,5,2012,9,36,13,78.0,45.0,62.0,-503.8253585386188,34.0,48.0,3.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.5,30.24,0.6,14.0,4.2,"['SN', 'BR']",0,0
252,2012-09-09,15,45,170,15_45,9,6,2012,9,36,13,85.0,48.0,67.0,-503.8253585386188,27.0,48.0,0.0,2.0,-1000,-1000,-201.7534540748467,0.0,24.37,30.05,10.1,17.0,11.1,"['SN', 'BR']",0,0
253,2012-09-10,15,45,114,15_45,10,0,2012,9,37,13,89.0,57.0,73.0,-503.8253585386188,26.0,51.0,0.0,8.0,-1000,-1000,-201.7534540748467,0.0,24.24,29.84,4.0,18.0,7.4,"['SN', 'BR']",0,0
254,2012-09-11,15,45,63,15_45,11,1,2012,9,37,13,87.0,59.0,73.0,-503.8253585386188,40.0,54.0,0.0,8.0,-1000,-1000,-201.7534540748467,0.02,24.23,29.81,1.8,33.0,6.3,['RA'],0,0
255,2012-09-12,15,45,85,15_45,12,2,2012,9,37,13,60.0,49.0,55.0,-503.8253585386188,49.0,51.0,10.0,0.0,-1000,-1000,-201.7534540748467,1.35,24.46,30.19,6.1,13.0,7.7,"['RA', 'BR']",0,0
256,2012-09-13,15,45,85,15_45,13,3,2012,9,37,13,68.0,48.0,58.0,-503.8253585386188,42.0,49.0,7.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.61,30.4,1.0,5.0,4.3,"['SN', 'BR']",0,0
257,2012-09-14,15,45,96,15_45,14,4,2012,9,37,13,75.0,45.0,60.0,-503.8253585386188,34.0,47.0,5.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.55,30.31,4.7,15.0,6.0,"['SN', 'BR']",0,0
258,2012-09-15,15,45,112,15_45,15,5,2012,9,37,13,84.0,47.0,66.0,-503.8253585386188,30.0,48.0,0.0,1.0,-1000,-1000,-201.7534540748467,0.0,24.39,30.08,3.1,15.0,5.4,"['SN', 'BR']",0,0
259,2012-09-16,15,45,157,15_45,16,6,2012,9,37,13,83.0,52.0,68.0,-503.8253585386188,25.0,48.0,0.0,3.0,-1000,-1000,-201.7534540748467,0.0,24.31,29.94,0.5,6.0,5.6,"['SN', 'BR']",0,0
260,2012-09-17,15,45,81,15_45,17,0,2012,9,38,13,65.0,47.0,56.0,-503.8253585386188,40.0,47.0,9.0,0.0,-1000,-1000,-201.7534540748467,0.054049008168028,24.38,30.09,1.7,6.0,5.2,"['SN', 'BR']",0,0
261,2012-09-18,15,45,80,15_45,18,1,2012,9,38,13,76.0,43.0,60.0,-503.8253585386188,34.0,47.0,5.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.35,30.07,3.6,14.0,4.6,"['SN', 'BR']",0,0
262,2012-09-19,15,45,75,15_45,19,2,2012,9,38,13,79.0,53.0,66.0,-503.8253585386188,30.0,48.0,0.0,1.0,-1000,-1000,-201.7534540748467,0.0,24.37,30.04,1.4,16.0,6.5,"['SN', 'BR']",0,0
263,2012-09-20,15,45,63,15_45,20,3,2012,9,38,13,78.0,50.0,64.0,-503.8253585386188,30.0,47.0,1.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.36,30.03,1.1,17.0,6.6,"['SN', 'BR']",0,0
264,2012-09-21,15,45,90,15_45,21,4,2012,9,38,13,76.0,50.0,63.0,-503.8253585386188,32.0,47.0,2.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.39,30.08,1.1,26.0,4.8,"['SN', 'BR']",0,0
265,2012-09-22,15,45,117,15_45,22,5,2012,9,38,13,78.0,45.0,62.0,-503.8253585386188,36.0,48.0,3.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.42,30.14,2.4,18.0,6.8,"['SN', 'BR']",0,0
266,2012-09-23,15,45,134,15_45,23,6,2012,9,38,13,84.0,47.0,66.0,-503.8253585386188,30.0,49.0,0.0,1.0,-1000,-1000,-201.7534540748467,0.0,24.36,30.02,3.5,21.0,6.3,"['SN', 'BR']",0,0
267,2012-09-24,15,45,86,15_45,24,0,2012,9,39,13,76.0,53.0,65.0,-503.8253585386188,38.0,51.0,0.0,0.0,-1000,-1000,-201.7534540748467,0.054049008168028,24.27,29.91,3.7,25.0,6.5,['RA'],0,0
268,2012-09-25,15,45,66,15_45,25,1,2012,9,39,13,71.0,47.0,59.0,-503.8253585386188,45.0,50.0,6.0,0.0,-1000,-1000,-201.7534540748467,0.48,24.24,29.93,1.7,29.0,5.7,"['TS', 'TS', 'RA', 'RA']",1,0
269,2012-09-26,15,45,46,15_45,26,2,2012,9,39,13,61.0,49.0,55.0,-503.8253585386188,49.0,51.0,10.0,0.0,-1000,-1000,-201.7534540748467,0.56,24.34,30.07,1.1,14.0,4.6,"['TS', 'RA', 'BR']",1,0
270,2012-09-27,15,45,52,15_45,27,3,2012,9,39,13,62.0,46.0,54.0,-503.8253585386188,47.0,50.0,11.0,0.0,-1000,-1000,-201.7534540748467,0.054049008168028,24.38,30.14,1.8,26.0,5.5,['RA'],0,0
271,2012-09-28,15,45,110,15_45,28,4,2012,9,39,13,70.0,43.0,57.0,-503.8253585386188,44.0,50.0,8.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.38,30.12,3.3,13.0,4.9,"['SN', 'BR']",0,0
272,2012-09-29,15,45,112,15_45,29,5,2012,9,39,13,74.0,46.0,60.0,-503.8253585386188,41.0,50.0,5.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.35,30.05,1.8,10.0,4.8,"['SN', 'BR']",0,0
273,2012-09-30,15,45,128,15_45,30,6,2012,9,39,13,72.0,48.0,60.0,-503.8253585386188,40.0,50.0,5.0,0.0,-1000,-1000,-201.7534540748467,0.054049008168028,24.37,30.07,5.3,33.0,8.1,"['SN', 'BR']",0,0
274,2012-10-01,15,45,99,15_45,1,0,2012,10,40,13,65.0,48.0,57.0,-503.8253585386188,40.0,48.0,8.0,0.0,-1000,-1000,-201.7534540748467,0.04,24.44,30.18,2.6,36.0,8.2,['RA'],0,0
275,2012-10-02,15,45,91,15_45,2,1,2012,10,40,13,80.0,47.0,64.0,-503.8253585386188,31.0,47.0,1.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.21,29.88,5.1,20.0,8.3,"['SN', 'BR']",0,0
276,2012-10-03,15,45,57,15_45,3,2,2012,10,40,13,79.0,37.0,58.0,-503.8253585386188,29.0,44.0,7.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.26,29.91,3.4,2.0,9.1,"['SN', 'BR']",0,0
277,2012-10-04,15,45,75,15_45,4,3,2012,10,40,13,49.0,34.0,42.0,-503.8253585386188,26.0,34.0,23.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.42,30.27,3.8,5.0,6.0,"['SN', 'BR']",0,0
278,2012-10-05,15,45,102,15_45,5,4,2012,10,40,13,42.0,29.0,36.0,-503.8253585386188,30.0,33.0,29.0,0.0,-1000,-1000,-201.7534540748467,0.07,24.39,30.26,4.9,35.0,6.9,"['DZ', 'SN', 'BR']",0,1
279,2012-10-06,15,45,155,15_45,6,5,2012,10,40,13,35.0,30.0,33.0,-503.8253585386188,29.0,31.0,32.0,0.0,-1000,-1000,-201.7534540748467,0.01,24.39,30.31,4.7,4.0,7.4,"['RA', 'SN', 'BR']",0,0
280,2012-10-07,15,45,124,15_45,7,6,2012,10,40,13,51.0,25.0,38.0,-503.8253585386188,20.0,32.0,27.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.29,30.16,2.3,16.0,5.5,"['SN', 'BR']",0,0
281,2012-10-08,15,45,88,15_45,8,0,2012,10,41,13,70.0,31.0,51.0,-503.8253585386188,14.0,37.0,14.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.15,29.89,3.7,19.0,6.6,"['SN', 'BR']",0,0
282,2012-10-09,15,45,73,15_45,9,1,2012,10,41,13,56.0,33.0,45.0,-503.8253585386188,30.0,38.0,20.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.29,30.04,1.4,10.0,6.6,"['SN', 'BR']",0,0
283,2012-10-10,15,45,60,15_45,10,2,2012,10,41,13,71.0,32.0,52.0,-503.8253585386188,35.0,41.0,13.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.26,30.06,0.8,14.0,3.9,"['SN', 'BR']",0,0
284,2012-10-11,15,45,68,15_45,11,3,2012,10,41,13,66.0,42.0,54.0,-503.8253585386188,33.0,44.0,11.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.34,30.06,3.0,10.0,7.6,"['SN', 'BR']",0,0
285,2012-10-12,15,45,84,15_45,12,4,2012,10,41,13,69.0,36.0,53.0,-503.8253585386188,39.0,45.0,12.0,0.0,-1000,-1000,-201.7534540748467,0.01,24.2,29.96,5.8,21.0,8.0,"['TS', 'RA', 'RA']",1,0
286,2012-10-13,15,45,140,15_45,13,5,2012,10,41,13,53.0,37.0,45.0,-503.8253585386188,37.0,42.0,20.0,0.0,-1000,-1000,-201.7534540748467,0.16,24.21,29.94,3.9,29.0,7.5,"['RA', 'BR']",0,0
287,2012-10-14,15,45,121,15_45,14,6,2012,10,41,13,67.0,40.0,54.0,-503.8253585386188,35.0,44.0,11.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.4,30.18,1.2,19.0,3.8,"['SN', 'BR']",0,0
288,2012-10-15,15,45,73,15_45,15,0,2012,10,42,13,76.0,41.0,59.0,-503.8253585386188,28.0,43.0,6.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.21,29.92,2.1,16.0,6.2,"['SN', 'BR']",0,0
289,2012-10-16,15,45,94,15_45,16,1,2012,10,42,13,77.0,41.0,59.0,-503.8253585386188,28.0,45.0,6.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.02,29.64,5.7,28.0,11.6,"['SN', 'BR']",0,0
290,2012-10-17,15,45,80,15_45,17,2,2012,10,42,13,55.0,35.0,45.0,-503.8253585386188,10.0,34.0,20.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.11,29.79,17.0,33.0,18.4,"['SN', 'BR']",0,0
291,2012-10-18,15,45,69,15_45,18,3,2012,10,42,13,63.0,28.0,46.0,-503.8253585386188,15.0,34.0,19.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.26,30.04,1.0,3.0,8.3,"['SN', 'BR']",0,0
292,2012-10-19,15,45,96,15_45,19,4,2012,10,42,13,71.0,34.0,53.0,-503.8253585386188,20.0,39.0,12.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.18,29.9,2.7,21.0,4.9,"['SN', 'BR']",0,0
293,2012-10-20,15,45,117,15_45,20,5,2012,10,42,13,77.0,45.0,61.0,-503.8253585386188,18.0,42.0,4.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.04,29.68,8.1,23.0,10.5,"['SN', 'BR']",0,0
294,2012-10-21,15,45,176,15_45,21,6,2012,10,42,13,71.0,37.0,54.0,-503.8253585386188,24.0,41.0,11.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.1,29.75,1.9,5.0,5.7,"['SN', 'BR']",0,0
295,2012-10-22,15,45,72,15_45,22,0,2012,10,43,13,73.0,34.0,54.0,-503.8253585386188,33.0,43.0,11.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.06,29.76,1.8,22.0,5.4,"['SN', 'BR']",0,0
296,2012-10-23,15,45,67,15_45,23,1,2012,10,43,13,77.0,43.0,60.0,-503.8253585386188,21.0,43.0,5.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.03,29.64,8.5,23.0,13.2,"['SN', 'BR']",0,0
297,2012-10-24,15,45,70,15_45,24,2,2012,10,43,13,54.0,27.0,41.0,-503.8253585386188,33.0,37.0,24.0,0.0,-1000,-1000,-201.7534540748467,0.32,24.12,29.85,7.4,1.0,8.5,"['RA', 'SN', 'FZ', 'FG', 'BR']",0,0
298,2012-10-25,15,45,69,15_45,25,3,2012,10,43,13,33.0,26.0,30.0,-503.8253585386188,26.0,28.0,35.0,0.0,-1000,-1000,-201.7534540748467,0.01,24.34,30.25,2.8,10.0,4.4,"['SN', 'BR']",0,0
299,2012-10-26,15,45,91,15_45,26,4,2012,10,43,13,39.0,25.0,32.0,-503.8253585386188,24.0,28.0,33.0,0.0,-1000,-1000,-201.7534540748467,0.054049008168028,24.42,30.38,1.0,16.0,7.1,"['BC', 'FG', 'BR']",0,0
300,2012-10-27,15,45,143,15_45,27,5,2012,10,43,13,48.0,24.0,36.0,-503.8253585386188,22.0,31.0,29.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.27,30.16,3.6,16.0,6.1,"['BC', 'FG', 'BR']",0,0
301,2012-10-28,15,45,152,15_45,28,6,2012,10,43,13,61.0,27.0,44.0,-503.8253585386188,27.0,36.0,21.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.27,30.08,3.8,17.0,5.4,"['SN', 'BR']",0,0
302,2012-10-29,15,45,92,15_45,29,0,2012,10,44,13,65.0,36.0,51.0,-503.8253585386188,30.0,41.0,14.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.32,30.07,4.1,22.0,5.8,"['SN', 'BR']",0,0
303,2012-10-30,15,45,84,15_45,30,1,2012,10,44,13,67.0,35.0,51.0,-503.8253585386188,28.0,41.0,14.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.34,30.09,2.0,17.0,3.3,"['SN', 'BR']",0,0
304,2012-10-31,15,45,73,15_45,31,2,2012,10,44,13,69.0,38.0,54.0,-503.8253585386188,26.0,41.0,11.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.34,30.09,3.7,19.0,5.7,"['SN', 'BR']",0,0
305,2012-11-01,15,45,79,15_45,1,3,2012,11,44,13,70.0,40.0,55.0,-503.8253585386188,26.0,41.0,10.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.21,29.93,3.9,18.0,6.6,"['SN', 'BR']",0,0
306,2012-11-02,15,45,111,15_45,2,4,2012,11,44,13,54.0,38.0,46.0,-503.8253585386188,28.0,38.0,19.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.27,30.02,4.5,14.0,5.8,"['SN', 'BR']",0,0
307,2012-11-03,15,45,171,15_45,3,5,2012,11,44,13,62.0,30.0,46.0,-503.8253585386188,28.0,37.0,19.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.34,30.15,2.2,18.0,4.9,"['SN', 'BR']",0,0
308,2012-11-04,15,45,157,15_45,4,6,2012,11,44,13,63.0,34.0,49.0,-503.8253585386188,24.0,37.0,16.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.4,30.19,0.5,21.0,4.8,"['SN', 'BR']",0,0
309,2012-11-05,15,45,94,15_45,5,0,2012,11,45,13,65.0,30.0,48.0,-503.8253585386188,28.0,39.0,17.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.38,30.19,2.8,23.0,6.0,"['SN', 'BR']",0,0
310,2012-11-06,15,45,78,15_45,6,1,2012,11,45,13,67.0,34.0,51.0,-503.8253585386188,27.0,40.0,14.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.4,30.17,2.8,15.0,5.0,"['SN', 'BR']",0,0
311,2012-11-07,15,45,73,15_45,7,2,2012,11,45,13,74.0,36.0,55.0,-503.8253585386188,20.0,39.0,10.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.23,29.96,2.4,15.0,5.0,"['SN', 'BR']",0,0
312,2012-11-08,15,45,90,15_45,8,3,2012,11,45,13,64.0,34.0,49.0,-503.8253585386188,25.0,38.0,16.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.13,29.85,0.2,25.0,5.8,"['SN', 'BR']",0,0
313,2012-11-09,15,45,120,15_45,9,4,2012,11,45,13,68.0,36.0,52.0,-503.8253585386188,27.0,41.0,13.0,0.0,-1000,-1000,-201.7534540748467,0.0,23.89,29.58,9.3,22.0,12.3,"['SN', 'BR']",0,0
314,2012-11-10,15,45,180,15_45,10,5,2012,11,45,13,53.0,19.0,36.0,-503.8253585386188,27.0,32.0,29.0,0.0,-1000,-1000,-201.7534540748467,0.23,23.87,29.55,1.6,21.0,9.3,"['TS', 'SN', 'RA', 'SN', 'FG', '+', 'FZ', 'FG', 'BR']",1,0
315,2012-11-11,15,45,135,15_45,11,6,2012,11,45,13,31.0,14.0,23.0,-503.8253585386188,9.0,19.0,42.0,0.0,-1000,-1000,-201.7534540748467,0.054049008168028,24.19,30.1,4.3,31.0,6.1,['SN'],0,0
316,2012-11-12,15,45,77,15_45,12,0,2012,11,46,13,49.0,12.0,31.0,-503.8253585386188,8.0,24.0,34.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.37,30.31,4.0,17.0,5.7,"['SN', 'BR']",0,0
317,2012-11-13,15,45,60,15_45,13,1,2012,11,46,13,51.0,28.0,40.0,-503.8253585386188,18.0,30.0,25.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.38,30.24,2.0,10.0,5.3,"['SN', 'BR']",0,0
318,2012-11-14,15,45,75,15_45,14,2,2012,11,46,13,58.0,25.0,42.0,-503.8253585386188,21.0,32.0,23.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.32,30.18,1.0,14.0,4.6,"['SN', 'BR']",0,0
319,2012-11-15,15,45,62,15_45,15,3,2012,11,46,13,44.0,24.0,34.0,-503.8253585386188,26.0,31.0,31.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.48,30.38,2.5,15.0,4.8,"['SN', 'BR']",0,0
320,2012-11-16,15,45,125,15_45,16,4,2012,11,46,13,88.0,29.0,51.76983349657199,-503.8253585386188,23.0,35.0,15.385896180215475,2.1557296767874634,-1000,-1000,-201.7534540748467,0.0,24.32,30.16,3.8,17.0,5.2,"['SN', 'BR']",0,0
321,2012-11-17,15,45,138,15_45,17,5,2012,11,46,13,62.0,37.0,50.0,-503.8253585386188,23.0,37.0,15.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.26,30.03,3.3,19.0,7.7,"['SN', 'BR']",0,0
322,2012-11-18,15,45,138,15_45,18,6,2012,11,46,13,61.0,32.0,47.0,-503.8253585386188,22.0,35.0,18.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.23,29.99,3.6,20.0,5.6,"['SN', 'BR']",0,0
323,2012-11-19,15,45,120,15_45,19,0,2012,11,47,13,55.0,30.0,43.0,-503.8253585386188,21.0,34.0,22.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.38,30.2,2.5,20.0,4.1,"['SN', 'BR']",0,0
324,2012-11-20,15,45,87,15_45,20,1,2012,11,47,13,66.0,29.0,48.0,-503.8253585386188,17.0,35.0,17.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.34,30.15,5.9,17.0,6.7,"['SN', 'BR']",0,0
325,2012-11-21,15,45,125,15_45,21,2,2012,11,47,13,70.0,37.0,54.0,-503.8253585386188,14.0,36.0,11.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.18,29.91,3.0,20.0,6.0,"['SN', 'BR']",0,0
326,2012-11-22,15,45,28,15_45,22,3,2012,11,47,13,50.0,25.0,38.0,-503.8253585386188,18.0,32.0,27.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.37,30.14,4.8,12.0,7.1,"['SN', 'BR']",0,0
327,2012-11-23,15,45,71,15_45,23,4,2012,11,47,13,53.0,20.0,37.0,-503.8253585386188,16.0,28.0,28.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.5,30.43,2.5,20.0,5.4,"['SN', 'BR']",0,0
328,2012-11-24,15,45,84,15_45,24,5,2012,11,47,13,58.0,32.0,45.0,-503.8253585386188,11.0,33.0,20.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.24,30.03,4.1,19.0,4.8,"['SN', 'BR']",0,0
329,2012-11-25,15,45,112,15_45,25,6,2012,11,47,13,63.0,30.0,47.0,-503.8253585386188,10.0,34.0,18.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.11,29.85,5.0,22.0,9.0,"['SN', 'BR']",0,0
330,2012-11-26,15,45,94,15_45,26,0,2012,11,48,13,33.0,19.0,26.0,-503.8253585386188,22.0,25.0,39.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.37,30.28,1.6,35.0,5.1,"['FZ', 'FG', 'BR']",0,0
331,2012-11-27,15,45,113,15_45,27,1,2012,11,48,13,59.0,19.0,39.0,-503.8253585386188,3.0,28.0,26.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.34,30.21,3.9,18.0,5.6,"['SN', 'BR']",0,0
332,2012-11-28,15,45,82,15_45,28,2,2012,11,48,13,58.0,26.0,42.0,-503.8253585386188,5.0,29.0,23.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.32,30.15,3.9,16.0,5.0,"['SN', 'BR']",0,0
333,2012-11-29,15,45,93,15_45,29,3,2012,11,48,13,62.0,27.0,45.0,-503.8253585386188,16.0,34.0,20.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.24,30.01,2.3,19.0,5.8,"['SN', 'BR']",0,0
334,2012-11-30,15,45,91,15_45,30,4,2012,11,48,13,63.0,30.0,47.0,-503.8253585386188,20.0,35.0,18.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.16,29.92,1.9,21.0,4.6,"['SN', 'BR']",0,0
335,2012-12-01,15,45,191,15_45,1,5,2012,12,48,13,63.0,33.0,48.0,-503.8253585386188,22.0,37.0,17.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.18,29.9,1.6,21.0,5.8,"['SN', 'BR']",0,0
336,2012-12-02,15,45,153,15_45,2,6,2012,12,48,13,68.0,34.0,51.0,-503.8253585386188,12.0,36.0,14.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.06,29.77,9.0,21.0,10.0,"['SN', 'BR']",0,0
337,2012-12-03,15,45,103,15_45,3,0,2012,12,49,13,54.0,28.0,41.0,-503.8253585386188,16.0,33.0,24.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.23,29.94,4.3,13.0,8.1,"['SN', 'BR']",0,0
338,2012-12-04,15,45,105,15_45,4,1,2012,12,49,13,56.0,21.0,39.0,-503.8253585386188,13.0,30.0,26.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.39,30.26,3.3,17.0,4.9,"['SN', 'BR']",0,0
339,2012-12-05,15,45,76,15_45,5,2,2012,12,49,13,69.0,41.0,51.76983349657199,-503.8253585386188,24.0,41.0,15.385896180215475,2.1557296767874634,-1000,-1000,-201.7534540748467,0.0,24.18,29.9,5.7,22.0,8.9,"['SN', 'BR']",0,0
340,2012-12-06,15,45,102,15_45,6,3,2012,12,49,13,50.0,28.0,39.0,-503.8253585386188,29.0,36.0,26.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.14,29.9,3.4,10.0,5.8,"['SN', 'BR']",0,0
341,2012-12-07,15,45,134,15_45,7,4,2012,12,49,13,53.0,24.0,39.0,-503.8253585386188,21.0,29.0,26.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.08,29.88,4.7,13.0,6.6,"['SN', 'BR']",0,0
342,2012-12-08,15,45,168,15_45,8,5,2012,12,49,13,52.0,20.0,36.0,-503.8253585386188,18.0,27.0,29.0,0.0,-1000,-1000,-201.7534540748467,0.04,23.98,29.78,2.2,9.0,8.1,"['SN', 'BR']",0,0
343,2012-12-09,15,45,155,15_45,9,6,2012,12,49,13,22.0,4.0,13.0,-503.8253585386188,3.0,12.0,52.0,0.0,-1000,-1000,-201.7534540748467,0.054049008168028,24.24,30.21,3.7,5.0,8.3,"['SN', 'BR']",0,0
344,2012-12-10,15,45,93,15_45,10,0,2012,12,50,13,36.0,5.0,21.0,-503.8253585386188,6.0,19.0,44.0,0.0,-1000,-1000,-201.7534540748467,0.01,24.09,30.04,2.8,27.0,7.0,"['SN', 'BR']",0,0
345,2012-12-11,15,45,92,15_45,11,1,2012,12,50,13,35.0,12.0,24.0,-503.8253585386188,14.0,21.0,41.0,0.0,-1000,-1000,-201.7534540748467,0.02,24.07,29.98,7.1,17.0,8.3,"['SN', 'BR']",0,0
346,2012-12-12,15,45,87,15_45,12,2,2012,12,50,13,55.0,24.0,40.0,-503.8253585386188,14.0,31.0,25.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.04,29.82,13.6,20.0,14.2,"['SN', 'BR']",0,0
347,2012-12-13,15,45,93,15_45,13,3,2012,12,50,13,54.0,32.0,43.0,-503.8253585386188,12.0,31.0,22.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.14,29.91,8.1,21.0,9.5,"['SN', 'BR']",0,0
348,2012-12-14,15,45,107,15_45,14,4,2012,12,50,13,46.0,25.0,36.0,-503.8253585386188,16.0,29.0,29.0,0.0,-1000,-1000,-201.7534540748467,0.0,23.88,29.64,3.3,22.0,5.4,"['SN', 'BR']",0,0
349,2012-12-15,15,45,149,15_45,15,5,2012,12,50,13,46.0,23.0,35.0,-503.8253585386188,20.0,28.0,30.0,0.0,-1000,-1000,-201.7534540748467,0.0,23.93,29.72,3.5,22.0,4.8,"['SN', 'BR']",0,0
350,2012-12-16,15,45,155,15_45,16,6,2012,12,50,13,43.0,16.0,30.0,-503.8253585386188,12.0,24.0,35.0,0.0,-1000,-1000,-201.7534540748467,0.0,23.95,29.77,3.6,29.0,7.4,"['FG', '+', 'FZ', 'FG', 'BC', 'FG']",0,0
351,2012-12-17,15,45,104,15_45,17,0,2012,12,51,13,51.0,22.0,37.0,-503.8253585386188,12.0,28.0,28.0,0.0,-1000,-1000,-201.7534540748467,0.0,23.9,29.68,9.0,23.0,10.3,"['SN', 'BR']",0,0
352,2012-12-18,15,45,91,15_45,18,1,2012,12,51,13,45.0,24.0,35.0,-503.8253585386188,19.0,27.0,30.0,0.0,-1000,-1000,-201.7534540748467,0.0,23.93,29.72,1.1,19.0,9.0,"['SN', 'BR']",0,0
353,2012-12-19,15,45,55,15_45,19,2,2012,12,51,13,24.0,5.0,15.0,-503.8253585386188,11.0,15.0,50.0,0.0,-1000,-1000,-201.7534540748467,0.01,24.08,30.0,11.2,35.0,13.2,"['SN', 'FZ', 'FG', 'BR']",0,0
354,2012-12-20,15,45,66,15_45,20,3,2012,12,51,13,44.0,4.0,24.0,-503.8253585386188,4.0,20.0,41.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.34,30.32,6.8,23.0,8.8,"['SN', 'BR']",0,0
355,2012-12-21,15,45,119,15_45,21,4,2012,12,51,13,49.0,19.0,34.0,-503.8253585386188,7.0,26.0,31.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.3,30.18,7.0,20.0,8.3,"['SN', 'BR']",0,0
356,2012-12-22,15,45,121,15_45,22,5,2012,12,51,13,49.0,23.0,36.0,-503.8253585386188,9.0,26.0,29.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.18,30.03,4.5,16.0,5.5,"['SN', 'BR']",0,0
357,2012-12-23,15,45,119,15_45,23,6,2012,12,51,13,51.0,27.0,39.0,-503.8253585386188,9.0,29.0,26.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.11,29.9,5.7,19.0,10.3,"['SN', 'BR']",0,0
